mode,workload,sched,order,hotmul,pf_scatter,pf_probe,firsttouch,tchunks,threads,P,NR,NS,rep,hist_r_ms,scatter_r_ms,hist_s_ms,scatter_s_ms,join_ms,total_ms,join_count,checksum1,checksum2
loop,skew,dynamic1,lpt,8,12,8,par,0,16,2048,10000000,20000000,2,2.431,5.437,4.210,11.032,59.229,82.338,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,2048,10000000,20000000,3,2.422,5.430,4.208,10.934,59.512,82.506,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,2048,10000000,20000000,4,2.410,5.395,4.253,11.038,60.361,83.456,13904575,7777785093560621038,2343641053626786705
loop,uniform,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,0,3.190,6.864,5.709,14.038,20.838,50.639,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,1,2.368,6.994,4.180,14.033,20.783,48.359,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,2,2.411,6.859,4.169,13.995,20.777,48.211,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,3,2.378,6.885,4.216,14.009,20.747,48.235,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,4,2.456,6.948,4.171,14.005,20.661,48.241,40006682,9024839626095127350,17897240367829630669
loop,skew,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,0,3.179,5.518,5.716,11.184,110.435,136.032,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,1,2.374,5.479,4.204,11.157,109.523,132.738,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,2,2.334,5.539,4.209,11.214,109.236,132.533,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,3,2.398,5.522,4.228,11.286,111.406,134.840,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,4096,10000000,20000000,4,2.397,5.517,4.234,11.214,110.581,133.942,13904575,7777785093560621038,2343641053626786705
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,0,3.224,6.852,5.685,13.908,20.860,50.529,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,1,2.395,6.867,4.185,13.996,20.775,48.218,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,2,2.425,6.865,4.170,14.064,20.783,48.308,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,3,2.381,6.857,4.191,13.930,20.796,48.155,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,4,2.398,6.857,4.197,14.131,20.786,48.370,40006682,9024839626095127350,17897240367829630669
loop,skew,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,0,3.201,5.467,5.673,11.339,60.025,85.704,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,1,2.437,5.467,4.190,11.255,61.349,84.697,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,2,2.438,5.510,4.190,11.264,60.236,83.637,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,3,2.369,5.456,4.172,11.132,59.890,83.019,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,4096,10000000,20000000,4,2.350,5.490,4.218,11.175,60.515,83.748,13904575,7777785093560621038,2343641053626786705
loop,uniform,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,0,3.192,7.217,5.736,14.256,20.351,50.753,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,1,2.372,7.089,4.227,14.313,20.362,48.363,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,2,2.364,7.125,4.202,14.193,20.392,48.276,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,3,2.389,7.154,4.186,14.271,20.392,48.393,40006682,9024839626095127350,17897240367829630669
loop,uniform,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,4,2.395,7.138,4.178,14.332,20.369,48.411,40006682,9024839626095127350,17897240367829630669
loop,skew,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,0,3.231,5.728,5.709,12.081,110.728,137.478,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,1,2.402,5.670,4.163,12.145,111.198,135.577,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,2,2.354,5.728,4.166,11.828,110.618,134.695,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,3,2.364,5.714,4.195,11.996,111.303,135.572,13904575,7777785093560621038,2343641053626786705
loop,skew,static,lpt,8,12,8,par,0,16,8192,10000000,20000000,4,2.391,5.715,4.193,12.103,110.414,134.816,13904575,7777785093560621038,2343641053626786705
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,0,3.197,7.148,5.733,14.458,20.518,51.055,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,1,2.346,7.142,4.223,14.255,20.508,48.474,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,2,2.322,7.171,4.238,14.330,20.507,48.567,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,3,2.333,7.172,4.259,14.232,20.504,48.498,40006682,9024839626095127350,17897240367829630669
loop,uniform,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,4,2.375,7.197,4.275,14.502,20.501,48.849,40006682,9024839626095127350,17897240367829630669
loop,skew,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,0,3.195,5.686,5.711,12.167,59.782,86.541,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,1,2.413,5.711,4.170,11.971,60.279,84.544,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,2,2.386,5.643,4.210,12.168,60.801,85.209,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,3,2.402,5.677,4.166,12.009,60.411,84.666,13904575,7777785093560621038,2343641053626786705
loop,skew,dynamic1,lpt,8,12,8,par,0,16,8192,10000000,20000000,4,2.349,5.708,4.202,12.019,60.067,84.345,13904575,7777785093560621038,2343641053626786705
